0.652017	ABC	http://abcnews.go.com/Entertainment/wireStory/joan-fontaine-oscar-winner-rebecca-dies-21229006	Mon, 16 Dec 2013 03:23:41 GMT	Joan Fontaine, Oscar-Winner for 'Suspicion,' Dies
0.684018	BBC	http://www.bbc.co.uk/news/entertainment-arts-25399445	Mon, 16 Dec 2013 10:29:36 GMT	In pictures: Actress Joan Fontaine
0.750123	CNN	http://edition.cnn.com/2013/12/16/showbiz/joan-fontaine-obit/index.html	Mon, 16 Dec 2013 16:26:31 EST	Oscar-winner Joan Fontaine dies
