0332 1
16 1
17 1
1800 1
19 1
1963 1
1994 1
2004 1
2008 1
2014 2
2132 1
24 1
46 1
access 1
advised 1
affect 1
ahead 1
alive 1
american 1
americans 1
americas 1
announced 1
appeal 2
argued 2
arias 1
arrested 3
asked 1
assistance 4
awaited 1
awaiting 1
booking 1
border 1
bush 1
capital 1
case 5
cases 1
charge 1
citizens 2
clear 1
commit 1
compared 1
concealed 1
concerned 1
congress 1
consular 3
consulate 1
consulates 1
contest 1
convention 1
conviction 1
count 1
countries 3
court 6
courts 1
crime 2
criminal 1
dead 1
death 3
declined 1
delay 2
delayed 1
demanding 1
denied 1
department 3
despicable 1
diplomat 1
doubt 1
dozen 1
driving 1
edgar 5
effectively 1
enforce 1
evidence 1
executed 2
executes 1
execution 9
facts 2
failed 1
failure 1
fair 1
fairness 1
favour 1
final 1
florida 1
force 1
foreign 1
gaddis 2
george 1
gmt 2
government 1
governments 1
governor 1
guidance 1
guy 1
hague 2
hagues 1
harder 1
harf 1
head 1
hear 1
held 1
highest 1
holds 1
hometown 1
houston 1
huntsville 2
illegally 2
impact 1
including 1
initially 1
injected 1
injection 1
international 3
issue 1
january 3
john 2
jury 1
justice 2
kerry 4
key 1
killed 1
lack 1
lastminute 1
law 1
laws 1
lawyers 2
leaving 1
legal 2
legislation 1
lethal 1
letter 2
living 1
local 1
lucy 1
made 1
maintained 1
make 2
makes 1
man 1
marie 1
matter 1
men 1
met 1
mexican 7
mexico 2
mexicos 1
miacatlan 2
midnight 1
minutes 1
mother 1
move 1
mr 3
murder 2
nashed 1
national 1
nationals 1
neck 1
netherlands 1
notified 1
objections 2
obligations 2
offenders 1
offers 1
officer 1
officials 5
oppose 1
order 1
ordered 1
outcome 1
overseas 1
pardon 1
pass 1
penalty 3
pentobarbital 1
people 1
perry 1
photo 2
pictured 1
pistol 1
police 2
prejudiced 1
president 2
prison 2
procedures 1
process 1
pronounced 1
properly 1
prosecutor 1
protected 1
protest 1
protests 1
provided 1
provision 1
put 1
raising 1
ranking 1
rare 1
reads 1
reason 1
receive 1
reconsider 1
relations 2
relatives 1
review 3
rick 1
rights 1
robbery 1
row 1
ruled 2
ruling 1
scheduled 2
secondhighest 1
secretary 2
seek 2
sentence 1
shot 2
showing 1
sides 1
sign 1
sixteen 1
spanish 1
spokeswoman 2
state 10
statement 2
states 2
stay 1
subject 1
subsequently 1
support 2
supreme 5
syria 1
tamayo 12
tamayos 5
texas 11
thursday 2
time 1
times 1
told 1
town 1
treated 2
trial 1
trousers 1
tuesday 1
ultimate 2
uncovered 1
undated 1
united 1
uphold 1
usmexico 2
victim 1
vienna 1
violate 1
violation 1
w 1
warned 1
wednesday 1
witnessed 1
woman 1
word 1
year 1
years 1
