case 0.0081156 3 5 1
consular 0.00643633 3 3 1
court 0.0110996 4 6 2
death 0.00983859 4 3 3
department 0.00680767 2 3 2
executed 0.00722591 2 2 3
execution 0.0170207 5 9 4
international 0.00769419 3 3 2
kerry 0.00676078 1 4 2
mexican 0.0158567 7 7 3
officer 0.0072728 3 1 3
officials 0.00722908 2 5 1
penalty 0.00806554 2 3 3
state 0.0178604 5 10 4
statement 0.00685456 3 2 2
states 0.00722591 2 2 3
supreme 0.0106313 3 5 3
tamayo 0.0277458 10 12 7
tamayos 0.0200954 8 5 7
texas 0.0224736 5 11 7
