0332 0
16 0
17 1
1800 0
19 0
1963 1
1976 0
1994 1
2004 1
2008 0
2011 0
2014 0
2132 0
24 1
40 0
46 1
509th 0
932 1
abbott 2
abbotts 1
abroad 2
access 1
acknowledged 1
active 1
administered 1
administrations 0
adopted 1
advised 1
affect 0
agreement 1
ahead 0
alive 0
alsup 0
american 1
americans 1
americas 0
announced 0
appeal 0
appeals 1
argued 1
arguing 0
arguments 1
arias 0
arrest 1
arrested 0
arresting 0
asked 2
assistance 1
atlanta 0
attorney 2
attorneys 2
audible 1
awaited 0
awaiting 1
aware 1
babcock 2
began 1
begin 1
bill 0
block 0
blocks 1
board 1
booking 0
border 0
breaths 1
brothers 1
bush 0
california 1
capital 1
captured 1
car 1
carrying 1
case 3
cases 1
catherine 0
chamber 1
charge 1
circumstances 1
citizens 1
claims 0
clark 0
clear 0
clemency 2
cnn 0
cnns 0
commit 1
commitments 1
committed 0
compared 0
competent 0
concealed 1
concerned 0
congress 1
consular 3
consulate 2
consulates 1
contend 1
contest 1
contributed 0
convention 1
convicted 0
conviction 0
cop 0
count 0
countries 1
county 1
court 4
courts 2
crashed 1
crime 1
criminal 1
criticized 0
ct 0
cuevas 0
cst 1
date 0
dave 0
dead 1
death 4
declined 0
defense 0
delay 1
delayed 0
delays 1
demanding 0
denied 0
department 2
despicable 1
detrimental 0
diplomat 0
diplomatic 1
district 1
dose 1
doubt 0
dozen 2
driving 1
drug 1
e 0
earlier 1
edgar 1
effect 1
effectively 0
enforce 0
enforcing 0
ensure 1
ensured 0
evidence 3
executed 2
executes 0
execution 5
executions 0
extremely 0
fact 0
facts 0
failed 0
failure 0
fair 1
fairness 0
fatal 1
fatally 0
favour 0
fearing 0
federal 1
felony 0
final 1
fled 1
florida 0
foot 1
force 1
foreign 2
gaddis 3
general 1
george 0
gmt 0
gov 1
government 2
governments 0
governor 0
grant 0
greg 1
guaranteed 1
guidance 0
gustavo 0
guy 1
hague 1
hagues 0
halt 1
handcuffs 1
harder 0
harf 0
harris 1
head 2
hear 0
hearings 1
held 0
highest 0
holds 0
hometown 0
houston 1
huntsville 0
illegally 1
impact 1
impaired 1
implemented 1
important 1
including 1
indisputable 0
ineligible 1
informed 1
initially 0
injected 0
injection 1
inmates 2
inside 1
interests 1
international 3
involved 1
issue 0
issued 1
january 1
jason 0
john 1
jury 1
justice 1
kerry 1
key 0
killed 0
killer 0
killing 1
l 1
lack 0
lastday 1
lastditch 0
lastminute 0
law 0
laws 1
lawyers 1
leaders 1
leaving 0
legal 2
legislation 2
lethal 2
letter 0
levin 2
living 0
local 0
looked 1
lower 1
lucy 1
made 2
maintained 0
make 0
makes 0
making 1
man 1
mandated 1
marie 0
marks 0
matter 1
maurie 1
mayra 0
mears 0
men 0
mentally 1
met 0
mexican 7
mexicans 1
mexico 0
mexicos 0
miacatlan 0
midnight 0
ministry 1
minutes 1
mother 1
motion 0
motorcycles 1
move 0
movement 1
mr 2
mumbled 1
murder 1
nashed 1
national 1
nationals 1
nations 3
neck 1
necklace 1
netherlands 1
nick 0
night 1
notified 0
obama 0
objections 0
obligations 0
offenders 0
offers 0
office 1
officer 3
officers 2
officials 2
oppose 0
opposed 2
order 0
ordered 0
outcome 0
overseas 0
pants 1
pardon 0
pardons 1
parker 0
paroled 1
paroles 1
pass 0
past 0
patrolman 1
penalty 2
pentobarbital 1
people 0
perry 2
photo 0
pictured 0
pistol 1
place 0
pleas 1
pm 1
police 2
policy 1
prejudiced 0
president 0
pressure 1
previously 1
prison 2
prisons 0
procedures 1
process 0
promises 1
pronounced 1
properly 1
prosecutor 0
protected 1
protection 1
protest 0
protests 0
provide 1
provided 1
provision 1
punishment 2
push 0
pushing 0
put 0
raised 0
raising 0
ranking 0
rare 0
reads 0
reason 0
receive 0
received 1
recent 1
reconsider 0
record 1
records 2
refused 0
reinstated 0
rejected 2
relations 1
relatives 1
repeated 1
repercussions 0
report 0
reported 0
request 1
required 0
respect 1
review 1
revving 1
rick 1
rights 2
robbery 3
row 1
ruled 1
ruling 1
safety 1
sandra 1
scene 1
scheduled 0
secondhighest 0
secretary 1
seek 0
selected 1
sentence 0
served 1
setting 0
shoichet 0
shook 1
shooting 1
shot 1
show 1
showed 1
showing 0
sides 0
sign 0
similar 1
situations 0
sixteen 0
slain 1
slaying 1
slightly 1
snore 1
spanish 0
speak 0
spokesman 0
spokeswoman 1
spurned 1
stance 1
state 5
statement 3
states 2
stay 0
stopped 1
strongly 1
subject 1
subsequently 1
support 0
supporters 1
supreme 3
sympathy 0
syria 0
tainted 1
taking 1
tamayo 10
tamayos 8
technicality 0
texas 5
threatens 1
thursday 0
time 1
times 1
told 0
tonight 0
town 0
treated 1
treaty 2
trial 2
trousers 0
tuesday 1
ultimate 1
uncovered 1
undated 0
undermines 1
unfair 1
united 1
unsuccessfully 1
uphold 0
urged 1
usmexico 0
valdes 0
victim 0
victims 2
vienna 1
violate 0
violated 0
violates 1
violation 1
w 0
warden 1
warned 0
washington 0
watch 1
watched 1
wearing 1
wednesday 2
week 1
weighed 0
window 1
witnessed 0
witnesses 2
woman 0
word 0
wrote 0
year 1
years 2
