0.608889	ABC	http://abcnews.go.com/Sports/wireStory/cibulkova-hopes-slam-final-21780668	Sat, 25 Jan 2014 13:47:39 GMT	Cibulkova Hopes First Slam Final Won't Be Her Last
0.597037	BBC	http://www.bbc.co.uk/sport/0/tennis/25875113	Sat, 25 Jan 2014 10:28:04 GMT	Li powers to Australian Open glory
0.674074	CNN	http://edition.cnn.com/2014/01/23/sport/tennis/cibulkova-li-na-australian-open/index.html	Thu, 23 Jan 2014 07:27:13 EST	Tennis: Size no matter for Cibulkova
