case 0.0081156
consular 0.00643633
court 0.0110996
death 0.00983859
department 0.00680767
executed 0.00722591
execution 0.0170207
international 0.00769419
kerry 0.00676078
mexican 0.0158567
officer 0.0072728
officials 0.00722908
penalty 0.00806554
state 0.0178604
statement 0.00685456
states 0.00722591
supreme 0.0106313
tamayo 0.0277458
tamayos 0.0200954
texas 0.0224736
