0725 1
1225 1
15 0
150 0
1740s 0
1970s 0
1991 0
2001 1
2005 0
2007 0
2009 4
24 1
24yearold 0
27 1
3 1
400 0
55 1
64 0
7 0
911 0
absolute 0
academic 0
accounts 0
added 1
adding 0
adult 0
affiliate 0
afternoon 0
afterward 0
airlifted 0
alcohol 0
altercation 0
amanda 1
angela 0
apparently 0
appeared 0
appears 0
arce 0
area 1
arrested 0
attempted 0
attended 0
attorney 1
austin 0
authorities 0
back 0
badly 0
based 0
bath 1
bed 0
beds 1
believes 1
bested 1
bid 0
bit 0
bleeding 0
blown 0
board 0
bob 1
brian 0
brother 0
brought 0
call 1
called 0
campaign 1
campaigning 0
candidate 2
care 0
cares 0
case 0
caused 0
center 0
chap 0
charge 0
charlottesville 1
chest 0
child 0
childhood 0
children 0
choice 0
circles 0
circumstances 0
citation 0
citing 0
close 1
cnn 0
cnns 0
colleagues 0
college 0
comment 0
commitment 0
committed 1
common 0
commonwealth 0
community 0
completely 0
concerns 0
condition 1
conditions 0
conference 1
conscious 0
contrast 0
contributed 0
conversations 0
corinne 2
cory 0
country 0
county 1
cousin 0
creigh 5
creighdeeds 0
critical 1
cropper 0
current 1
custody 0
dad 0
daughters 2
david 0
day 0
dcharlottesville 0
dead 1
deal 0
deeds 10
deeply 0
defeated 0
del 0
delegates 0
demeanor 0
democrat 1
democratic 1
dennis 0
details 0
determines 0
died 1
difficult 0
director 0
dismissed 0
district 0
divorced 1
doctor 0
dominion 1
dorothy 0
dozen 0
drawing 0
drinking 0
dropping 0
due 1
earlier 1
eco 0
efforts 1
elder 0
elected 1
election 2
emergency 1
encounter 0
end 0
engage 0
enrolled 0
evaluation 1
evening 0
events 1
evidence 0
examination 0
exceptional 1
executive 0
extension 0
exwife 0
fair 0
fall 0
family 1
familys 0
farm 0
farmland 0
father 0
fathers 0
fathom 0
feet 0
fight 0
find 0
fine 0
flown 1
focus 0
found 2
friend 0
full 0
gathered 1
geller 3
general 1
gmt 1
golf 0
govelect 0
governor 3
governorelect 0
granted 0
grew 0
grieve 0
grocery 0
grow 0
gubernatorial 2
gun 0
gunshot 3
gus 4
happened 0
happy 0
head 1
health 0
heard 0
heartbreaking 0
held 0
helicopter 0
herculean 1
high 0
history 0
home 1
homestead 0
hospital 3
hospitalized 0
hours 0
house 0
hugs 2
humble 0
ignore 0
illness 0
impose 0
incident 2
inflicted 0
injuries 1
intently 0
investigated 0
investigation 0
investigators 3
involuntarily 0
issued 0
issues 0
jessee 0
joe 0
join 0
kids 0
killed 0
kind 0
knowledge 0
kree 0
l 1
lack 1
late 0
laws 0
lay 0
leaning 0
learn 0
led 0
left 0
lengthy 0
life 0
lined 0
listen 0
lived 0
located 0
loss 0
lost 0
lot 0
luxury 0
made 0
magistrate 0
mark 0
mary 0
mcauliffe 0
mcdonnell 3
medical 0
mental 0
mentalhealth 1
mentioned 0
mercantile 0
miles 0
millboro 0
misdemeanor 0
monday 1
month 0
months 0
moran 0
morning 0
motive 1
mountain 0
mountainous 0
moved 0
mr 5
ms 1
multiple 1
murder 0
music 0
nature 0
nearby 0
neighbor 0
news 0
newspaper 0
night 2
nomination 0
nominee 0
noon 1
norfolk 1
november 1
october 1
offandon 0
office 0
order 0
organizations 0
overlaps 0
pair 0
pam 1
parents 0
part 1
party 0
patient 0
people 0
peoples 0
period 0
person 1
petersen 0
pieces 0
piecing 0
place 0
play 0
points 0
police 5
political 0
politician 0
politicians 0
possession 0
post 0
prayers 1
praying 0
press 1
pretty 0
primary 0
privacy 0
problem 0
process 0
pronounced 0
property 1
proportion 0
prosecutor 0
provide 0
psychiatric 1
public 2
race 1
rally 1
ran 1
rarely 0
react 0
recent 0
record 0
recovered 0
recovery 0
regard 0
relationship 0
released 1
reluctant 0
remarried 0
remote 0
report 0
reported 0
reporter 0
reporters 0
reports 0
represents 1
republican 1
reserved 0
resort 0
respect 0
responded 1
reveal 0
richmond 1
road 0
rockbridge 0
roots 0
rose 0
run 0
rural 0
sad 0
save 0
scene 1
school 0
seeking 0
seemingly 0
selfinflicted 1
semester 0
sen 0
senate 0
senator 4
senators 0
separated 0
sequence 1
servant 1
service 1
services 0
settled 0
shocking 0
shortly 1
side 0
signs 0
sisters 0
ski 0
someones 0
son 5
sons 1
sort 0
speaks 1
specific 0
speech 1
spent 0
spokesman 0
spokeswoman 1
squared 0
stab 1
stabbed 1
stabbing 0
stability 0
state 6
statement 1
statewide 0
store 0
strong 0
struggled 0
studied 0
stunning 0
style 0
suggestion 0
suicide 0
supporters 1
surprising 0
susannah 1
suspects 1
talk 1
taylor 0
terrible 1
terry 0
things 0
thought 0
thoughts 1
tight 1
time 0
times 1
timesdispatch 0
today 0
told 0
top 0
torso 1
toscano 1
tough 0
tragedy 1
trail 0
troopers 1
tuesday 1
tuesdays 0
tweeted 0
twitter 0
twohour 0
unable 0
underage 0
university 2
unorthodox 0
unsuccessful 0
unsuccessfully 1
updates 0
upgraded 0
utterly 0
violent 0
virginia 7
virginias 0
voters 0
votes 0
walking 0
warner 0
warning 0
west 0
western 1
whitson 0
wide 0
wife 1
william 0
wishing 0
withdrew 0
won 0
wood 0
working 1
world 0
worries 0
wound 3
wounds 1
wsls 0
wtvr 0
wwbt 0
year 0
years 2
younger 0
