ABC_link BBC_link CNN_link
http:__abcnews.go.com_US_wireStory_mexican-national-scheduled-executed-texas-21618507.tsv http:__www.bbc.co.uk_news_world-us-canada-25848393.tsv http:__edition.cnn.com_2014_01_22_us_mexico-texas-tamayo-execution_index.html.tsv
http:__abcnews.go.com_Entertainment_wireStory_pop-star-justin-bieber-arrested-miami-area-21634238.tsv http:__www.bbc.co.uk_news_entertainment-arts-25876655.tsv http:__edition.cnn.com_2014_01_23_showbiz_justin-bieber-arrest-duplicate-2_index.html.tsv
http:__abcnews.go.com_Entertainment_wireStory_pop-star-justin-bieber-arrested-miami-area-21634238.tsv http:__www.bbc.co.uk_news_entertainment-arts-25876655.tsv http:__edition.cnn.com_2014_01_23_showbiz_justin-bieber-arrest_index.html.tsv
http:__abcnews.go.com_Sports_wireStory_li-nas-approach-australian-open-final-21648244.tsv http:__www.bbc.co.uk_sport_0_tennis_25854986.tsv http:__edition.cnn.com_2014_01_23_sport_tennis_cibulkova-li-na-australian-open_index.html.tsv
http:__abcnews.go.com_Sports_wireStory_li-nas-approach-australian-open-final-21648244.tsv http:__www.bbc.co.uk_sport_0_tennis_25875113.tsv http:__edition.cnn.com_2014_01_23_sport_tennis_cibulkova-li-na-australian-open_index.html.tsv
http:__abcnews.go.com_Health_wireStory_hollande-meets-pope-francis-amid-affair-rumor-21648260.tsv http:__www.bbc.co.uk_news_world-europe-25895263.tsv http:__edition.cnn.com_2014_01_24_world_europe_vatican-hollande_index.html.tsv
http:__abcnews.go.com_Politics_wireStory_syrian-govt-terrorism-talks-priority-21635911.tsv http:__www.bbc.co.uk_news_world-middle-east-25880727.tsv http:__edition.cnn.com_2014_01_24_world_meast_syria-geneva-talks_index.html.tsv
http:__abcnews.go.com_Politics_wireStory_syrian-govt-terrorism-talks-priority-21635911.tsv http:__www.bbc.co.uk_news_world-middle-east-25887177.tsv http:__edition.cnn.com_2014_01_24_world_meast_syria-geneva-talks_index.html.tsv
http:__abcnews.go.com_Politics_wireStory_syrian-govt-terrorism-talks-priority-21635911.tsv http:__www.bbc.co.uk_news_world-middle-east-25894821.tsv http:__edition.cnn.com_2014_01_24_world_meast_syria-geneva-talks_index.html.tsv
