http:__edition.cnn.com_2012_09_14_showbiz_gallery_celebrity-arrests_index.html.tsv,miami,driving,yellow,valid,test,street,stop,star,sobriety,resisting,racing,pop,police,officer,license,lamborghiniin,justin,january,jail,failing
http:__edition.cnn.com_2013_05_01_world_defining-moments_index.html.tsv,world,select,remember,present,place,photographs,note,moment,image,history,future,editors,defining,day,cnn,claiming,chronicle,changing,capturing,brings
http:__edition.cnn.com_2013_07_29_world_gallery_top-heists_index.html.tsv,burke,1978,york,years,time,stole,serving,robbery,related,racketeering,prison,mobsters,million,life,largest,kennedy,john,jimmy,jewels,january
http:__edition.cnn.com_2013_12_03_showbiz_gallery_kate-moss-british-fashion-awards_index.html.tsv,moss,years,weather,turns,today,supermodel,philosophy,manged,maintain,kate,industry,icon,flourishing,fashion,fair,career,british,40,25
http:__edition.cnn.com_2013_12_09_world_glittering-led-wonderland_index.html.tsv,infinity,rooms,kusamas,room,shapes,mirrored,kusama,inside,wired,universe,shes,read,paintings,mental,leds,gallery,filled,dots,covered,artist
http:__edition.cnn.com_2013_12_13_world_the-many-thefts-of-mona-lisa_index.html.tsv,mona,lisa,art,painting,louvre,famous,theft,peruggia,worlds,world,monuments,copy,war,museum,mine,men,altaussee,stolen,read,paris
http:__edition.cnn.com_2013_12_17_europe_gallery_10-architechts-were-told-to-create-their-fantasy-home_index.html.tsv,lack,architects,vision,restrictions,rarely,preferences,place,inevitably,frequently,freedom,force,explore,creativity,compromise,clients,building
http:__edition.cnn.com_2013_12_18_world_impossible-art-mind-bending-3-d-printed-masterpieces_index.html.tsv,3d,printing,van,painting,museum,artists,technology,printed,wings,reproductions,read,printers,printer,people,model,manufacturing,layer,klein,dik,design
http:__edition.cnn.com_2013_12_23_world_how-do-you-design-a-building_index.html.tsv,architecture,religious,building,sacred,buildings,feireiss,worlds,temple,question,modern,hindu,viraat,transformed,structures,spaces,small,simple,ramayan,plasencia,plans
http:__edition.cnn.com_2013_12_26_world_europe_ukraine-journalist-beaten_index.html.tsv,journalist,attack,ukrainian,government,chornovol,activist,ukraine,state,opposition,news,ministry,interior,car,agency,wednesday,suspects,showed,ria,reported,pictures
http:__edition.cnn.com_2014_01_02_world_africa_south-sudan-rwandas-lessons_index.html.tsv,south,sudan,genocide,rwanda,ethnic,war,civil,army,violence,tutsi,sudans,power,mass,hutu,groups,government,1994,years,white,time
http:__edition.cnn.com_2014_01_15_world_africa_south-sudan-conflict_index.html.tsv,south,people,sudan,fighting,displaced,food,country,violence,tuesday,nile,mission,malakal,humanitarian,fleeing,children,women,upper,united,thousands,sought
http:__edition.cnn.com_2014_01_15_world_aleppo-syria-destroyed-homes-irpt_index.html.tsv,syrian,rebel,images,rovella,people,homes,fighters,buildings,aleppo,life,government,free,camera,army,abandoned,work,war,syrians,ripped,piece
http:__edition.cnn.com_2014_01_16_world_leonardo-dicaprio-inspired-london-bridge-park_index.html.tsv,bridge,river,heatherwick,garden,landscape,inspired,wired,time,shrubs,read,million,london,design,world,weight,trust,trees,thomas,technical,structure
http:__edition.cnn.com_2014_01_20_health_pollution-china-pnas_index.html.tsv,china,carbon,united,states,pollution,emissions,study,manufacturing,chinese,western,dioxide,wuebbles,sulfate,ozone,outsourcing,goods,concentrations,air,west,regions
http:__edition.cnn.com_2014_01_21_travel_new-cruise-ships-trends_index.html.tsv,cruise,ships,lines,year,sea,2014,spencer,pop,passengers,cruising,cruises,brown,vacation,time,ship,seas,money,culture,balconies,years
http:__edition.cnn.com_2014_01_21_travel_sky-whale-future-of-flying_index.html.tsv,sky,planes,wings,whale,viñals,great,designer,aviation,aircraft,years,worlds,windows,vertical,turned,transparent,time,things,technology,takeoff,strangestlooking
http:__edition.cnn.com_2014_01_21_travel_swedish-ice-orchestra-2_index.html.tsv,ice,linhart,instruments,instrument,sound,water,sweden,luleå,concerts,years,wood,winter,town,strings,played,frozen,classical,10,works,violins
http:__edition.cnn.com_2014_01_21_us_new-york-boy-saves-family-fire_index.html.tsv,fire,tyler,trailer,grandfather,ebmeyer,back,smoke,people,home,chief,vrooman,tylers,save,penfield,including,found,boy,wham,told,time
http:__edition.cnn.com_2014_01_21_world_5-things-to-know-about-syria_index.html.tsv,talks,refugees,syrian,united,torture,temperatures,syrias,report,regime,peace,opposition,nations,war,syria,russia,rights,photos,part,million,iran
http:__edition.cnn.com_2014_01_21_world_asia_china-lady-gaga-ban_index.html.tsv,china,chinese,songs,lady,album,gaga,ban,sale,music,dream,blacklist,artpop,x,week,twitter,tights,singers,singer,poster,pop
http:__edition.cnn.com_2014_01_21_world_asia_china-urbanisation-lu-stout_index.html.tsv,cities,chinas,urban,china,social,migrant,workers,hukou,urbanization,system,state,population,million,drive,welfare,tang,reform,read,people,lose
http:__edition.cnn.com_2014_01_22_business_davos-changing-the-game-over-cocktails_index.html.tsv,davos,late,business,time,piano,meet,invited,events,event,breakfast,bar,worlds,week,wear,status,sponsored,sochi,session,redefining,quest
http:__edition.cnn.com_2014_01_22_business_davos-crown-prince-haakon-dignity-unites-worlds-youth_index.html.tsv,dignity,youth,world,global,young,people,told,leaders,change,teacher,school,resources,positive,leadership,girl,find,years,year,wide,visually
http:__edition.cnn.com_2014_01_22_business_davos-daily-highlights-thursday_index.html.tsv,president,crisis,prime,ministers,join,january,european,discuss,day,war,syrias,stage,rouhani,minister,iran,international,insight,humanitarian,half,growth
http:__edition.cnn.com_2014_01_22_business_davos-tunisia-dignity-revolution-ben-mhenni_index.html.tsv,read,tunisia,dignity,country,ben,revolution,tunisians,rights,human,situation,political,people,economic,ali,torture,ruling,real,parties,opinions,months
http:__edition.cnn.com_2014_01_22_justice_university-oklahoma-shooting_index.html.tsv,school,campus,university,report,tweeted,students,shots,shooting,reported,police,place,hall,gould,fired,cnn,wounded,wednesday,universitys,tuesday,told
http:__edition.cnn.com_2014_01_22_politics_iran-us-nuclear_index.html.tsv,zarif,agreement,talks,syrian,nuclear,iran,iranian,white,irans,house,national,dismantling,cnn,wednesday,united,sciutto,program,people,government,cnns
http:__edition.cnn.com_2014_01_22_showbiz_music_paul-mccartney-ringo-starr-grammys-reuniting_index.html.tsv,starr,beatles,grammys,show,salute,performing,monday,mccartney,lynch,foundation,time,sunday,sullivan,played,perform,night,members,lifetime,john,hit
http:__edition.cnn.com_2014_01_22_sport_football_footballer-manchester-united-mata_index.html.tsv,united,sunderland,moyes,season,players,manchester,football,penalties,final,uniteds,spot,side,shot,seconds,phil,penalty,match,league,great,game
http:__edition.cnn.com_2014_01_22_sport_football_football-money-manchester-united-real_index.html.tsv,revenue,league,million,clubs,top,champions,years,commercial,year,season,money,manchester,list,deals,cup,club,united,record,pitch,european
http:__edition.cnn.com_2014_01_22_tech_mobile_south-korea-5g_index.html.tsv,5g,mobile,4g,upgrades,united,states,south,smartphones,networks,network,korea,devices,data,companies,3g,wireless,upgrade,technology,science,population
http:__edition.cnn.com_2014_01_22_tech_web_most-common-passwords_index.html.tsv,password,passwords,list,common,security,year,words,years,phrases,number,hackers,choosing,change,based,adobe,123456,wanted,wakeup,users,unseated
http:__edition.cnn.com_2014_01_22_travel_china-smog-bikes_index.html.tsv,cycling,chinas,day,cities,china,air,team,shanghai,roads,river,ride,province,mountains,delta,city,zhao,worlds,world,words,smog
http:__edition.cnn.com_2014_01_22_travel_sochi-olympics-security-travel_index.html.tsv,security,olympics,sochi,games,russia,madigan,hope,concerns,week,told,tickets,safe,people,news,nbc,months,kids,coach,attacks,year
http:__edition.cnn.com_2014_01_22_travel_tripadvisor-worlds-top-hotels_index.html.tsv,hotel,hotels,top,worlds,travelers,spa,reviews,oregon,luxury,family,choice,10,winners,tripadvisor,traveler,south,properties,opinions,lodge,italy
http:__edition.cnn.com_2014_01_22_us_mexico-texas-tamayo-execution_index.html.tsv,texas,tamayos,tamayo,state,execution,cnns,supreme,states,reported,penalty,officer,murder,mexican,executed,denied,death,convicted,wednesday,trial,statement
http:__edition.cnn.com_2014_01_22_us_utah-sperm-switch_index.html.tsv,university,lippert,tom,utah,medical,husband,widow,told,rmti,patients,kutv,jean,cnn,affiliate,years,treatment,time,sperm,reportedly,reported
http:__edition.cnn.com_2014_01_22_us_winter-weather_index.html.tsv,snow,storm,york,washington,boston,wednesday,weather,streets,cold,city,workers,winter,things,stay,states,roads,philadelphia,morning,flight,emergency
http:__edition.cnn.com_2014_01_22_world_africa_libya-south-korea-kidnapping_index.html.tsv,south,libyan,korean,ministry,libya,han,government,country,authorities,tripoli,state,seoul,security,read,official,north,libyas,korea,kidnapping,impose
