http:__www.bbc.co.uk_democracylive_house-of-commons-25859592.tsv,minimum,employment,workers,wage,secretary,practice,personal,insurance,indefensible,cable,alleged,agencies,accident,widespread,vince,unlawful,underway,umunna,told,time
http:__www.bbc.co.uk_news_25844295.tsv,coding,amy,mather,manchester,london,easton,children,callum,young,teenagers,taste,show,science,school,people,money,learning,growing,group,computers
http:__www.bbc.co.uk_newsbeat_25845273.tsv,
http:__www.bbc.co.uk_newsbeat_25868040.tsv,
http:__www.bbc.co.uk_news_blogs-magazine-monitor-25816403.tsv,week,night,hyundai,shifts,stop,work,twitter,toilets,subject,steve,sponsor,sochi,slowly,sacked,russian,reader,place,magazines,loop,letters
http:__www.bbc.co.uk_news_blogs-magazine-monitor-25857278.tsv,bus,stop,625,waiting,eden,valley,uks,station,miles,milburn,long,cumbria,back,year,week,walker,train,shelter,services,service
http:__www.bbc.co.uk_news_blogs-magazine-monitor-25868957.tsv,3,7,2,1,question,multiple,choice,rabbit,4,statue,vanessa,stephen,russian,netanyahu,nelson,mandela,mae,harper,french,days
http:__www.bbc.co.uk_news_blogs-magazine-monitor-25879526.tsv,years,uk,twitter,sugar,snippets,news,worlds,ways,viagra,twin,toilets,thingididntknowlastweek,thing,sweden,stop,state,stadiums,sprinkled,spotted,south
http:__www.bbc.co.uk_news_blogs-magazine-monitor-25880332.tsv,irn,bru,work,tea,shop,selling,monitor,magazine,london,local,international,illegal,foods,canada,brit,badger,airport,yorkshire,years,wullie
http:__www.bbc.co.uk_news_blogs-news-from-elsewhere-25881152.tsv,clinic,won,patients,written,tower,news,gangnam,fined,fine,chins,bone,authorities,website,waste,viral,violating,viatwitter,vehicles,uptodate,twoyear
http:__www.bbc.co.uk_news_blogs-the-papers-25854393.tsv,daily,page,front,23114,news,times,sun,rate,mail,unemployment,line,break,rise,reports,rates,ed,bbc,bank,threatened,telegraph
http:__www.bbc.co.uk_news_blogs-the-papers-25872660.tsv,page,daily,front,24114,times,people,star,papers,line,figures,break,telegraph,sun,rates,quotes,police,patients,paper,news,medical
http:__www.bbc.co.uk_news_blogs-the-papers-25889501.tsv,page,front,25114,daily,times,picture,star,patients,news,mirror,main,browser,bbc,year,world,telegraph,teen,syria,sun,style
http:__www.bbc.co.uk_news_business-25807124.tsv,nashville,paramore,music,woodall,technology,people,mr,city,york,tennessee,tech,nashvilles,creative,companies,work,traylor,talent,locals,live,jones
http:__www.bbc.co.uk_news_business-25844751.tsv,revenues,league,top,euros,manchester,list,united,clubs,revenue,deloittes,deals,commercial,uniteds,season,premier,money,club,champions,201314,topped
http:__www.bbc.co.uk_news_business-25847014.tsv,customers,switch,miss,telecoms,rules,providers,prices,ofcom,notice,days,contract,consumers,30,taking,tactics,sneaky,raise,provider,price,pay
http:__www.bbc.co.uk_news_business-25849237.tsv,project,news,make,huffington,founder,businesses,work,virgin,told,team,taking,switzerland,step,site,sir,simple,rights,richard,profit,post
http:__www.bbc.co.uk_news_business-25849288.tsv,platinum,union,south,pay,worlds,workers,walking,trade,top,strike,shot,sector,row,reserves,reports,producers,police,members,mbele,massacre
http:__www.bbc.co.uk_news_business-25849292.tsv,tennis,australian,young,world,winner,weekend,visits,upandcoming,university,top,sporting,sport,southwest,shared,reports,professional,pocket,players,parental,open
http:__www.bbc.co.uk_news_business-25849293.tsv,production,hit,year,volkaerts,uk,traders,society,sixyear,running,rover,recession,operations,motor,million,manufacturers,made,land,jaguar,increased,increase
http:__www.bbc.co.uk_news_business-25854345.tsv,hotel,world,tour,thousands,steigenberger,people,overdrive,nik,hundreds,hosting,gowing,functions,forum,find,economic,days,davos,cope,centre,belvedere
http:__www.bbc.co.uk_news_business-25854938.tsv,uk,cars,car,smmt,production,demand,world,million,europe,biggest,2013,15,vauxhall,sunderland,rover,rose,robust,records,predicting,plant
http:__www.bbc.co.uk_news_business-25855056.tsv,paypal,commerce,payments,mr,icahn,firm,ebay,proposal,online,friction,brainer,systems,spin,remove,quoted,payment,partners,part,merchants,gillis
http:__www.bbc.co.uk_news_business-25855150.tsv,growth,chinas,zone,trade,free,year,sectors,china,shanghai,reading,rate,months,manufacturing,key,economy,zones,telecom,sustain,survey,source
http:__www.bbc.co.uk_news_business-25855201.tsv,firms,chinese,securities,decision,accounting,companies,auditing,records,listed,judge,exchange,documents,commission,clients,big,audit,uslisted,units,undoubtedly,suspended
http:__www.bbc.co.uk_news_business-25856276.tsv,businesses,bba,small,banks,lending,bank,business,scheme,mr,loans,campaign,browne,bbc,told,time,send,published,pac,money,medium
http:__www.bbc.co.uk_news_business-25856533.tsv,world,rouhani,president,unattainable,speaking,solutions,shared,range,prepared,practical,objectives,neighbouring,meeting,issues,iranian,hassan,growth,government,fully,forums
http:__www.bbc.co.uk_news_business-25856536.tsv,world,told,thwarts,stress,session,reasons,productivity,meditation,leading,killer,hollywood,hawn,hardpressed,goldie,forum,explains,executives,economic,davos,business
http:__www.bbc.co.uk_news_business-25857159.tsv,carney,mr,bbc,world,wednesday,unnecessarily,told,thenewsnighthome,speaking,rise,rates,rate,paxman,page,newsnights,market,mark,labour,jobless,jeremy
http:__www.bbc.co.uk_news_business-25857337.tsv,bank,rate,rates,year,rise,interest,england,unemployment,uk,raise,pressure,inflation,economy,2,speculation,raising,policy,output,mpc,low
http:__www.bbc.co.uk_news_business-25857400.tsv,uk,prime,minister,business,wounds,santander,hsbc,editor,banks,bankers,world,wanted,understand,uks,trade,top,tide,thing,ten,taxpayers
http:__www.bbc.co.uk_news_business-25860239.tsv,pension,year,charges,fees,time,schemes,savings,pensions,government,employers,charge,cap,webb,thousands,providers,people,older,minister,means,management
http:__www.bbc.co.uk_news_business-25860958.tsv,insurance,workers,umunna,agencies,secretary,involved,employment,chuka,business,top,shadow,selling,practice,named,misselling,investigate,companies,claims,year,wage
http:__www.bbc.co.uk_news_business-25861210.tsv,inequality,world,africa,years,uk,year,theory,rising,growth,global,forum,economic,china,business,access,worlds,welfare,strikingly,south,share
http:__www.bbc.co.uk_news_business-25861717.tsv,money,hsbc,customers,cash,bank,large,customer,provide,change,withdrawals,evidence,day,box,account,wrote,withdraw,told,policy,pay,asked
http:__www.bbc.co.uk_news_business-25862268.tsv,crossrail,nao,project,london,line,costs,trains,risks,protect,morse,heathrow,expected,department,contribution,contributing,benefit,airport,1bn,wood,west
http:__www.bbc.co.uk_news_business-25862891.tsv,time,make,decisions,bandwidth,mental,important,hour,half,stressed,meetings,headspace,executive,chief,unnecessary,thinking,therapy,suggestion,session,scheduling,run
http:__www.bbc.co.uk_news_business-25868096.tsv,cameron,recovery,economy,economic,bubble,prime,mr,minister,housing,david,uk,sustained,south,positive,people,north,market,living,deal,bbc
http:__www.bbc.co.uk_news_business-25868380.tsv,rate,carney,mr,bank,unemployment,market,labour,asked,7,wrong,scotland,salmond,rise,reuben,rates,newsnight,monetary,mark,indicator,forecast
http:__www.bbc.co.uk_news_business-25871675.tsv,currency,restrictions,peso,inflation,government,year,support,rate,introduced,week,reserves,pesos,office,investors,international,increasingly,foreign,efforts,dollars,dollar
http:__www.bbc.co.uk_news_business-25872006.tsv,schmidt,people,mr,jobs,forum,economic,world,workers,situation,problem,innovation,government,google,eric,debate,davos,clear,added,young,worse
http:__www.bbc.co.uk_news_business-25872467.tsv,lew,mr,sanctions,iran,jack,year,treasury,secretary,companies,world,unexpected,surprises,restrictions,reforms,open,mistake,long,line,interview,including
http:__www.bbc.co.uk_news_business-25873530.tsv,earnings,years,weak,samsungs,samsung,quarterly,profit,mobile,hurt,half,drop,demand,yi,worlds,won,warned,usual,tvs,tv,trend
http:__www.bbc.co.uk_news_business-25874959.tsv,closed,brick,years,surge,site,shortage,reports,reopened,manufacturer,laurie,lancashire,lack,housebuilding,hanson,due,dominic,demand,caused,brickworks,2009
