0.715326	CNN	http://edition.cnn.com/2014/01/24/health/pregnant-brain-dead-woman-texas/index.html	Fri, 24 Jan 2014 20:36:30 EST	Judge rules on brain-dead woman
0.617081	ABC	http://abcnews.go.com/US/wireStory/hospital-told-pregnant-woman-off-support-21728372	Sat, 25 Jan 2014 08:08:16 GMT	Hospital Told to Take Pregnant Woman off Support
0.596088	BBC	http://www.bbc.co.uk/news/world-us-canada-25889728	Fri, 24 Jan 2014 23:34:52 GMT	Hospital told to remove life support
